vocabulary_id,Unnamed: 0,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on,term_lemma
NegH8tRA7,1318,clam,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",A mollusk,False,,77.0,eng,,clamhead,,False,False,True,False,False,False,False,0,0,0,2013-05-21 23:56:47,2013-05-21 23:56:47,clam
wKYjEED2R,1319,clamhead,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",,False,,77.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-05-21 23:56:47,2013-05-21 23:56:47,clamhead
uGFBj7UHj,1320,Bounty bar,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",,False,,56.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-21 17:44:39,2013-05-21 17:44:39,bounty bar
4UkBP2jYD,1321,boxhead,A person of German descent.,,False,,55.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-21 14:40:16,2013-05-21 14:40:16,boxhead
amk8z3BXK,1322,bohunk,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,,False,,78.0,eng,,,,True,True,False,False,False,False,False,550,26,3,2013-05-20 21:23:54,2013-05-20 21:23:54,bohunk
nr4uAE2QZ,1323,bunga,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,99.0,eng,,boong,,False,True,False,False,False,False,False,0,0,0,2013-05-20 16:39:19,2013-05-20 16:39:19,bunga
e63tCRNyH,1324,cripple,A disabled person.,,False,,71.0,eng,,,,False,False,False,False,False,True,False,4429,18,1,2013-05-19 12:59:40,2013-05-19 12:59:40,cripple
WjRbvuV3r,1325,camel jockey,Person of Middle Eastern descent.,,True,,80.0,eng,,,,False,True,False,False,False,False,False,3025,104,9,2013-05-19 05:26:32,2013-05-19 05:26:32,camel jockey
4cCtTWT8E,1326,dego,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",,False,,75.0,eng,,dago,,False,True,False,False,False,False,False,0,0,0,2013-05-18 14:31:30,2013-05-18 14:31:30,dego
NxD7c4fDz,1327,bug eater,An person of Asian descent.,,False,,78.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-18 12:52:36,2013-05-18 12:52:36,bug eater
x276QEUu3,1328,domes,"Hispanic word for a person from the Dominican Republic, possibly from the Washington Heights area of New York City.","Spherical structures, particularly used in astronomical observatories",False,,74.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-17 23:55:00,2013-05-17 23:55:00,dome
x9dnZhTqw,1329,curry muncher,A person of East Indian origin.,,True,,74.0,eng,,,,False,True,False,False,False,False,False,3523,194,24,2013-05-16 22:21:07,2013-05-16 22:21:07,curry muncher
uk6233Z4v,1330,septic,An American. (Cockney rhyming slang: Septic tank - Yank),Relating to sewage,False,,74.0,eng,,seppo,,True,False,False,False,False,False,False,0,0,0,2013-05-16 03:20:37,2013-05-16 03:20:37,septic
r8HcNVfbx,1331,spic,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,81.0,eng,,,,False,True,False,False,False,False,False,606,11,3,2013-05-14 20:02:27,2013-05-14 20:02:27,spic
C2hTa8h7f,1332,Ubangee,"A black person, particularly a black woman, from the Ubangi people of Africa",,False,,70.0,eng,,Ubangi,,False,True,False,False,False,False,False,4,0,0,2013-05-14 19:46:06,2013-05-14 19:46:06,ubangee
x98eutUZ6,1333,Ubangi,"A black person, particularly a black woman, from the Ubangi people of Africa",,False,,70.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-14 19:45:48,2013-05-14 19:45:48,ubangi
NjeXPEqp4,1334,sole,A person of Samoan descent.,[1] A type of fish [2] Single,False,,79.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-14 04:08:51,2013-05-14 04:08:51,sole
jY6nXuhkC,1335,spear chucker,"A term used for an African American, or other person of African descent.",,True,,87.0,eng,,,,False,True,False,False,False,False,False,1477,70,8,2013-05-14 00:24:05,2013-05-14 00:24:05,spear chucker
C6zJ9deuf,1336,snowflake,"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.",Ice crystal,False,,77.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-13 17:20:08,2013-05-13 17:20:08,snowflake
4fqHMzaMN,1337,snout,Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.,"Facial projection, particularly of a dog",False,,86.0,eng,,,,True,False,True,False,False,False,False,0,0,0,2013-05-13 16:10:06,2013-05-13 16:10:06,snout
ZDdXmD8Gn,1338,shine,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",Glow,False,,92.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-13 06:49:29,2013-05-13 06:49:29,shine
JPetE3wVv,1339,shiner,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",A black eye,False,,92.0,eng,,shine,,False,True,False,False,False,False,False,0,0,0,2013-05-13 06:49:29,2013-05-13 06:49:29,shiner
Gb8fYPryv,1340,slope,"A person of Asian descent, particularly Vietnamese or Chinese.",Inclination,False,,83.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-13 04:30:06,2013-05-13 04:30:06,slope
6cpYWyJwz,1341,slant,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",Angle or slope,False,,93.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-12 22:21:09,2013-05-12 22:21:09,slant
Kh3CmA8cX,1342,Skip,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",[1] Avoid [2] A form of walking [3] A boat,False,,45.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-12 14:30:12,2013-05-12 14:30:12,skip
rHeEAZ3cH,1343,ghost,A Caucasian,A spirit,False,,94.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-12 02:10:11,2013-05-12 02:10:11,ghost
D29BRfCeD,1344,sand nigger,"Derogatory term for a person from the Middle East, Arab, South Asian world",,True,,100.0,eng,,,,True,True,False,False,False,False,False,5205,100,7,2013-05-11 21:43:24,2013-05-11 21:43:24,sand nigger
yAk7n8Vf7,1345,gin,"In Australia, an Aboriginal woman.",An alcoholic beverage,False,,86.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-11 21:29:13,2013-05-11 21:29:13,gin
8eKazXj7K,1346,ginzo,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,False,,71.0,eng,,guinea,,True,True,False,False,False,False,False,88,2,0,2013-05-11 14:41:20,2013-05-11 14:41:20,ginzo
gdK4ANJCC,1347,gipp,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,False,,73.0,eng,,gyppo,,False,True,False,False,False,False,False,0,0,0,2013-05-11 10:31:04,2013-05-11 10:31:04,gipp
3W7xBnyHz,1348,slant eye,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",,True,,93.0,eng,,slant,,False,True,False,False,False,False,False,903,41,5,2013-05-10 21:48:51,2013-05-10 21:48:51,slant eye
hEpw7KCWY,1349,stovepipe,A black person.,,False,,85.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-10 17:10:01,2013-05-10 17:10:01,stovepipe
HQYe6AWkd,1350,Taffy,"A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.",[1] A person's name [2] A type of candy,False,,82.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-10 04:55:08,2013-05-10 04:55:08,taffy
vKFx9AKJ2,1351,sucker fish,"A term used ambiguously in southern Oregon directed towards the Klamath people during a dispute over the sucker fish of the Klamath River which was considered sacred by the tribe. Troublemakers displayed bumper-stickers with the message 'Save a Farmer, Fillet a sucker fish.'",,False,,78.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-10 01:07:12,2013-05-10 01:07:12,sucker fish
dcAChG8fa,1352,tan,"A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.",[1] A color [2] A suntan,False,,83.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-09 21:59:49,2013-05-09 21:59:49,tan
TdCNNwnc7,1353,tar baby,A black child.,,False,,87.0,eng,,,,False,True,False,False,False,False,False,1176,8,0,2013-05-09 12:50:05,2013-05-09 12:50:05,tar baby
kNk3N82pn,1354,teapot,A black person. [19th century],A vessel for steeping tea,False,,74.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-09 05:40:06,2013-05-09 05:40:06,teapot
p2Q4DVrg2,1355,gypo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,gyppo,,False,True,False,False,False,False,False,6111,194,34,2013-05-08 21:19:55,2013-05-08 21:19:55,gypo
XXdW2zZkG,1356,gyppie,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,gyppo,,False,True,False,False,False,False,False,6,1,0,2013-05-08 18:04:09,2013-05-08 18:04:09,gyppie
G2we6H8cq,1357,tenker,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,71.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2013-05-08 18:03:43,2013-05-08 18:03:43,tenker
EtUbqU7PQ,1358,halfrican,Denotes a person that is half African.,,True,,81.0,eng,,,,False,True,False,False,False,False,False,193,10,7,2013-05-08 02:49:12,2013-05-08 02:49:12,halfrican
eZPvn8GaM,1359,tiger,A Tamil.,A predatory cat,False,,94.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-07 14:29:33,2013-05-07 14:29:33,tiger
rhcgFhXq2,1360,hick,A rural person.,,False,,84.0,eng,,,,False,False,False,False,False,False,True,625,0,0,2013-05-07 00:47:38,2013-05-07 00:47:38,hick
wXVQnN6cF,1361,heeb,"A Jewish person, derived from the word 'Hebrew'.",,False,,79.0,eng,,hebe,,False,True,True,False,False,False,False,463,6,0,2013-05-07 00:12:31,2013-05-07 00:12:31,heeb
kqm3TCyV6,1362,thicklips,A black person.,,False,,100.0,eng,,,,False,True,False,False,False,False,False,59,1,0,2013-05-06 21:00:25,2013-05-06 21:00:25,thicklips
EpNURj98c,1363,tinker,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",To experiment or attempt to fix,False,,81.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-06 20:08:25,2013-05-06 20:08:25,tinker
ef9M3d2ek,1364,tynkere,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2013-05-06 20:08:25,2013-05-06 20:08:25,tynkere
EF7TgMVHu,1365,heinie,A person of German descent.,,False,,74.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-06 19:10:40,2013-05-06 19:10:40,heinie
fZ3Ubuaqh,1366,hairyback,A derogatory term for Afrikaners,,False,,79.0,eng,,,,False,True,False,False,False,False,False,52,0,0,2013-05-06 09:34:37,2013-05-06 09:34:37,hairyback
kwnqV7VYc,1367,Tommy,"German slang for a British person, particular a soldier.",A person's name,False,,90.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-05-06 08:29:27,2013-05-06 08:29:27,tommy
aMp264eJn,1368,honkie,"A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.",,True,,71.0,eng,,honky,,False,True,False,False,False,False,False,3197,60,2,2013-05-06 05:10:41,2013-05-06 05:10:41,honkie
UZeX882xC,1369,Hun,"[1] A German, especially a German soldier; popular during World War I. Derived from a speech given by Kaiser Wilhelm of Germany to the German contingent sent to China during the Boxer Rebellion in which he exhorted them to 'be like Huns' (i.e., savage and ruthless) to their Chinese enemy. [2] A Protestant in Northern Ireland. [3] A member of the British military in Ireland ('Britannia's huns').","An aggressive, Asian nomadic people from the 4th and 5th centuries",False,,75.0,eng,,,,True,False,True,False,False,False,False,0,0,0,2013-05-06 04:59:35,2013-05-06 04:59:35,hun
8ab7X9AMJ,1370,Hunky,[1] A Hungarian. [2] A person of central or east European birth or descent.,Handsome,False,,82.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-06 00:14:17,2013-05-06 00:14:17,hunky
hAB3NpaED,1371,hebro,"A black Jew, from the combination of Hebrew and 'bro'.",,False,,99.0,eng,,,,False,True,True,False,False,False,False,203,7,3,2013-05-05 23:34:12,2013-05-05 23:34:12,hebro
UgEye7Ew3,1372,trash,A Caucasian of low class or limited income.,Garbage,False,,52.0,eng,,white trash,,False,True,False,False,False,False,True,0,0,0,2013-05-05 13:48:35,2013-05-05 13:48:35,trash
WVqQvFzk6,1373,spigger,A person of mixed Hispanic and black parentage.,,True,,100.0,eng,,spickaboo,,False,True,False,False,False,False,False,115,11,2,2013-05-05 13:44:18,2013-05-05 13:44:18,spigger
mhG8EX3vA,1374,ike,A Jewish person (from Isaac and Moses).,,False,,85.0,eng,,ikey,,False,True,False,False,False,False,False,0,0,0,2013-05-05 07:59:26,2013-05-05 07:59:26,ike
U27bHMdec,1375,ikey,A Jewish person (from Isaac and Moses).,,False,,85.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-05 03:53:16,2013-05-05 03:53:16,ikey
bf49AdvQ4,1376,iky,A Jewish person (from Isaac and Moses).,,False,,80.0,eng,,ikey,,False,True,False,False,False,False,False,0,0,0,2013-05-05 01:06:08,2013-05-05 01:06:08,iky
hwBwTB4Dr,1377,Hunkie,[1] A Hungarian. [2] A person of central or east European birth or descent.,,False,,82.0,eng,,Hunky,,True,True,False,False,False,False,False,0,0,0,2013-05-04 18:46:13,2013-05-04 18:46:13,hunkie
2j83kP8xD,1378,Honyak,A Hungarian-Polish person.,,False,,89.0,eng,,Hunyak,,True,False,False,False,False,False,False,0,0,0,2013-05-04 14:31:33,2013-05-04 14:31:33,honyak
pGXZ28ajY,1379,Twinkie,"[1] A European American, with little or no social or blood links to any tribe, who claims to be an American Indian (Native American). [2] An Asian American who has become completely integrated into White American, or mainstream American culture.",A dessert snack,False,,90.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-04 09:43:35,2013-05-04 09:43:35,twinkie
Dqfdv8tFE,1380,hymie,"A Jewish person, derived from the personal name Hyman (from the Hebrew name Chayyim). Jesse Jackson provoked controversy by referring to New York City as 'Hymietown' in 1984.",,True,US,72.0,eng,,,,False,True,True,False,False,False,False,599,12,3,2013-05-04 08:49:01,2013-05-04 08:49:01,hymie
cA7nT7xG8,1381,nicca,A black person.,,True,,89.0,eng,,nigger,,False,True,False,False,False,False,False,4479,173,27,2013-05-03 13:29:36,2013-05-03 13:29:36,nicca
V2vVDr4n9,1382,moon cricket,A black person,,True,,86.0,eng,,,,False,True,False,False,False,False,False,2717,90,11,2013-05-03 13:24:37,2013-05-03 13:24:37,moon cricket
z2DNk9EWv,1383,Velcro head,A black person (referencing stereotypical hair type).,,False,,99.0,eng,,,,False,True,False,False,False,False,False,3,0,0,2013-05-03 13:19:01,2013-05-03 13:19:01,velcro head
9VY2n2aKw,1384,jiggaboo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,99.0,eng,,jigaboo,,False,True,False,False,False,False,False,3262,42,0,2013-05-03 13:17:32,2013-05-03 13:17:32,jiggaboo
bEEufdZ9M,1385,Jihadi,A Muslim.,One who engages in Jihad,False,,68.0,eng,,,,False,True,True,False,False,False,False,3585,32,2,2013-05-03 02:45:52,2013-05-03 02:45:52,jihadi
n2Ry3Y9DQ,1386,timber nigger,A Native American.,,True,,100.0,eng,,,,False,True,False,False,False,False,False,18,0,0,2013-05-02 15:20:54,2013-05-02 15:20:54,timber nigger
4yMfGkZxX,1387,darky,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,True,,97.0,eng,,,,False,True,False,False,False,False,False,993,19,4,2013-05-02 05:29:52,2013-05-02 05:29:52,darky
4Y79rwpux,1388,coon,"A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.",,False,,89.0,eng,,,,False,True,False,False,False,False,False,952,28,1,2013-05-02 05:18:55,2013-05-02 05:18:55,coon
dVEFpbV6b,1389,jungle bunny,A black person.,,True,,87.0,eng,,,,False,True,False,False,False,False,False,2028,64,6,2013-05-02 05:18:55,2013-05-02 05:18:55,jungle bunny
2Mc48YVB3,1390,WASP,"Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.",An insect,False,,34.0,eng,,,,False,True,True,False,False,False,False,0,0,0,2013-05-02 03:42:02,2013-05-02 03:42:02,wasp
MK3EjqrKZ,1391,suntan,A black person.,A darkening of skin pigmentation due to exposure to the sun,False,,77.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-01 16:54:05,2013-05-01 16:54:05,suntan
rDwdXGUz3,1392,white chocolate,[1] A Caucasian trying to act black. [2] A black person trying to act Caucasian.,A chocolate derivative,False,,56.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-01 02:04:30,2013-05-01 02:04:30,white chocolate
FPd6HAGn3,1393,tunnel digger,"A Vietnamese person, from the tunnels dug by the Viet Cong to elude pursuit during the Vietnam war.",,False,,92.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-04-30 14:40:54,2013-04-30 14:40:54,tunnel digger
4A8RQr7kj,1394,knacker,An Irish Traveller.,,False,IE,95.0,eng,,,,True,True,False,False,False,False,False,5044,65,6,2013-04-30 10:54:27,2013-04-30 10:54:27,knacker
eqQYWFny7,1395,whigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,True,,88.0,eng,,white nigger,,True,True,False,False,False,False,False,1615,56,2,2013-04-30 10:36:50,2013-04-30 10:36:50,whigger
J7dPE7gev,1396,wigga,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,True,,99.0,eng,,white nigger,,True,True,False,False,False,False,False,4239,214,29,2013-04-30 04:26:30,2013-04-30 04:26:30,wigga
D46u6GJ24,1397,wigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,True,,99.0,eng,,white nigger,,True,True,False,False,False,False,False,4374,125,15,2013-04-30 02:20:28,2013-04-30 02:20:28,wigger
4pjPavPE7,1398,wink,"A Caucasian who emulates, or associates with, Chinese people.",A deliberate blink of one eye,False,,82.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-30 00:29:14,2013-04-30 00:29:14,wink
AnT64KuWU,1399,wog,"A swarthy or dark-skinned foreigner. Possibly derived from 'golliwogg' In Britain, it usually refers to dark skinned people from Asia or Africa, though some use the term to refer to anyone outside the borders of their own country. In Australia the term 'wog' is usually used to refer to Mediterranean Europeans (Spaniards, Italians, and Greeks) although it can be used for some Eastern Europeans, particularly those of the Balkans (Bosnians, Macedonians, Serbians, Croatians, or Albanians).",,False,,80.0,eng,,,,True,True,False,False,False,False,False,484,11,2,2013-04-29 16:58:08,2013-04-29 16:58:08,wog
QP3aN4ZKR,1400,wop,"A person of Italian descent, derived from the Italian dialectism, 'guappo,' close to 'dude, swaggerer' and other informal appellations, a greeting among male Neapolitans.",,False,,74.0,eng,,,,True,False,False,False,False,False,False,383,14,1,2013-04-29 15:08:30,2013-04-29 15:08:30,wop
qNw68xaxX,1401,wexican,A person of mixed Caucasian and Mexican parentage.,,True,,71.0,eng,,,,True,True,False,False,False,False,False,376,16,0,2013-04-29 08:54:04,2013-04-29 08:54:04,wexican
Xt2TjYY4T,1402,yellow,A person of Asian descent.,A color,False,,90.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-28 20:39:32,2013-04-28 20:39:32,yellow
xTePW64Bz,1403,yid,"A Jewish person, although it is an endonym among Yiddish-speaking Jews. (The term is also used positively in Britain for Tottenham Hotspur fans (often proudly by themselves, for example calling themselves 'the Yid Army'), which includes a large Jewish supporting base from north-east London.)",,False,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-28 18:13:49,2013-04-28 18:13:49,yid
u3MbVtm6D,1404,leprechaun,A person of Irish descent.,A mythical creature from Irish folklore,False,,67.0,eng,,,,True,False,False,False,False,False,False,1,0,0,2013-04-28 07:43:05,2013-04-28 07:43:05,leprechaun
qzE9mwG48,1405,zebra,A person of mixed Caucasian and black parentage.,A mammal,False,,61.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-28 06:37:45,2013-04-28 06:37:45,zebra
aNQD4UD6p,1406,lawn jockey,"A black person, from the traditional statue.",A decorative garden statue,False,,98.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-04-28 04:49:47,2013-04-28 04:49:47,lawn jockey
wdgYa6nht,1407,island nigger,A Polynesian.,,True,,97.0,eng,,,,True,True,False,False,False,False,False,88,2,0,2013-04-28 04:12:22,2013-04-28 04:12:22,island nigger
UDB92XuV4,1408,jiggabo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,86.0,eng,,jigaboo,,False,True,False,False,False,False,False,231,12,1,2013-04-28 00:11:02,2013-04-28 00:11:02,jiggabo
BE3dxqv63,1409,zip,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",[1] Go quickly [2] A fastener on an article of clothing,False,,91.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-04-27 21:19:12,2013-04-27 21:19:12,zip
Bz2mNKUUK,1410,lugan,"A Lithuanian, particularly a Lithuanian American.",,False,,78.0,eng,,,,True,False,False,False,False,False,False,49,0,0,2013-04-27 14:43:03,2013-04-27 14:43:03,lugan
Qwa26Mdp9,1411,Lebbo,A person of Lebanese descent.,,False,,89.0,eng,,Leb,,True,False,False,False,False,False,False,81,1,0,2013-04-26 04:05:17,2013-04-26 04:05:17,lebbo
AhtwT2N2q,1412,zipperhead,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,False,,97.0,eng,,zip,,False,True,False,False,False,False,False,788,30,4,2013-04-26 03:04:43,2013-04-26 03:04:43,zipperhead
ADpu4RdgV,1413,moxy,A Jewish person (first used in the 1930s).,,False,,73.0,eng,,mocky,,False,True,False,False,False,False,False,0,0,0,2013-04-26 00:32:03,2013-04-26 00:32:03,moxy
BT2FwtRDK,1414,mud duck,White supremacist term for a black person.,,False,,87.0,eng,,mud person,,False,True,False,False,False,False,False,2062,59,4,2013-04-25 19:32:12,2013-04-25 19:32:12,mud duck
FDvV6GUq8,1415,mulato,Born of a Caucasian parent and a black parent.,,False,,70.0,eng,,,,False,True,False,False,False,False,False,185,5,1,2013-04-25 13:11:32,2013-04-25 13:11:32,mulato
qC4fmY3xq,1416,mung,"Pronunciation of 'hmong', the Vietnamese people which were relocated to the United States during and after the Vietnam War.",,False,,86.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-04-25 11:39:04,2013-04-25 11:39:04,mung
Ayf4YRfck,1417,munt,"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.",,False,,92.0,eng,,munter,,False,True,False,False,False,False,False,0,0,0,2013-04-25 10:03:01,2013-04-25 10:03:01,munt
CtE6B3RpW,1418,munter,"Among whites in South Africa, Zimbabwe, and Zambia, denotes a black person. Derives from muntu, the singular Bantu word for 'person'. In the UK, the word means 'ugly person', especially 'ugly woman'.",,False,,90.0,eng,,,,False,True,False,False,False,False,False,1104,8,1,2013-04-25 07:50:00,2013-04-25 07:50:00,munter
NntnR6JYq,1419,mutt,A person of mixed heritage.,A mixed breed dog,False,,69.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-04-24 22:43:18,2013-04-24 22:43:18,mutt
Y9DfYmeHb,1420,mulignan,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,False,,70.0,eng,,moulie,,False,True,False,False,False,False,False,210,6,0,2013-04-24 21:59:19,2013-04-24 21:59:19,mulignan
